Time,Frequency,Resistance,Anomaly
5/11/2020 16:13:34.22639,5009720,388.59,0
5/11/2020 16:13:34.223838,5009721,388.6,0
5/11/2020 16:13:34.428487,5009720,388.59,0
5/11/2020 16:13:34.631198,5009721,388.58,0
5/11/2020 16:13:34.838086,5009720,388.58,0
5/11/2020 16:13:35.42865,5009720,388.6,0
5/11/2020 16:13:35.244995,5009720,388.6,0
5/11/2020 16:13:35.447870,5009720,388.6,0
5/11/2020 16:13:35.653932,5009721,388.59,0
5/11/2020 16:13:35.896591,5009720,388.59,0
5/11/2020 16:13:36.102122,5009721,388.6,0
5/11/2020 16:13:36.308872,5009720,388.6,0
5/11/2020 16:13:36.559973,5009720,388.6,0
5/11/2020 16:13:36.766132,5009720,388.61,0
5/11/2020 16:13:36.973086,5009720,388.6,0
5/11/2020 16:13:37.180013,5009720,388.6,0
5/11/2020 16:13:37.394548,5009721,388.61,0
5/11/2020 16:13:37.602250,5009720,388.61,0
5/11/2020 16:13:37.814288,5009721,388.6,0
5/11/2020 16:13:38.21681,5009720,388.61,0
5/11/2020 16:13:38.228718,5009721,388.6,0
5/11/2020 16:13:38.439939,5009720,388.63,0
5/11/2020 16:13:38.650591,5009720,388.61,0
5/11/2020 16:13:38.858329,5009720,388.61,0
5/11/2020 16:13:39.65599,5009720,388.63,0
5/11/2020 16:13:39.277268,5009721,388.62,0
5/11/2020 16:13:39.486084,5009720,388.62,0
5/11/2020 16:13:39.696617,5009720,388.63,0
5/11/2020 16:13:39.902911,5009720,388.63,0
5/11/2020 16:13:40.119387,5009720,388.63,0
5/11/2020 16:13:40.330600,5009720,388.62,0
5/11/2020 16:13:40.544628,5009720,388.63,0
5/11/2020 16:13:40.754024,5009720,388.63,0
5/11/2020 16:13:40.966702,5009720,388.62,0
5/11/2020 16:13:41.177296,5009720,388.61,0
5/11/2020 16:13:41.389330,5009721,388.61,0
5/11/2020 16:13:41.601140,5009720,388.59,0
5/11/2020 16:13:41.824576,5009720,388.55,0
5/11/2020 16:13:42.38432,5009720,388.58,0
5/11/2020 16:13:42.252664,5009720,388.61,0
5/11/2020 16:13:42.463663,5009720,388.59,0
5/11/2020 16:13:42.682547,5009720,388.59,0
5/11/2020 16:13:42.896034,5009720,388.59,0
5/11/2020 16:13:43.111722,5009721,388.6,0
5/11/2020 16:13:43.322428,5009720,388.6,0
5/11/2020 16:13:43.538965,5009720,388.6,0
5/11/2020 16:13:43.751117,5009720,388.58,0
5/11/2020 16:13:43.967065,5009720,388.62,0
5/11/2020 16:13:44.178485,5009720,388.6,0
5/11/2020 16:13:44.392346,5009720,388.59,0
5/11/2020 16:13:44.603638,5009720,388.59,0
5/11/2020 16:13:44.815862,5009720,388.59,0
5/11/2020 16:13:45.27763,5009720,388.59,0
5/11/2020 16:13:45.244821,5009720,388.59,0
5/11/2020 16:13:45.502446,5009720,388.59,0
5/11/2020 16:13:45.715890,5009720,388.6,0
5/11/2020 16:13:45.928151,5009720,388.59,0
5/11/2020 16:13:46.149886,5009720,388.59,0
5/11/2020 16:13:46.364353,5009720,388.59,0
5/11/2020 16:13:46.580208,5009720,388.6,0
5/11/2020 16:13:46.795392,5009720,388.6,0
5/11/2020 16:13:47.7820,5009720,388.59,0
5/11/2020 16:13:47.223206,5009720,388.59,0
5/11/2020 16:13:47.438952,5009720,388.6,0
5/11/2020 16:13:47.653386,5009720,388.6,0
5/11/2020 16:13:47.869681,5009720,388.61,0
5/11/2020 16:13:48.91205,5009720,388.6,0
5/11/2020 16:13:48.309716,5009720,388.6,0
5/11/2020 16:13:48.524893,5009720,388.6,0
5/11/2020 16:13:48.746038,5009720,388.61,0
5/11/2020 16:13:48.963370,5009720,388.61,0
5/11/2020 16:13:49.181014,5009720,388.61,0
5/11/2020 16:13:49.415318,5009720,388.62,0
5/11/2020 16:13:49.674162,5009720,388.61,0
5/11/2020 16:13:49.930020,5009720,388.61,0
5/11/2020 16:13:50.154702,5009720,388.6,0
5/11/2020 16:13:50.376555,5009720,388.61,0
5/11/2020 16:13:50.593174,5009720,388.61,0
5/11/2020 16:13:50.812043,5009720,388.61,0
5/11/2020 16:13:51.29401,5009720,388.61,0
5/11/2020 16:13:51.245930,5009720,388.61,0
5/11/2020 16:13:51.457317,5009720,388.62,0
5/11/2020 16:13:51.673642,5009720,388.62,0
5/11/2020 16:13:51.903971,5009720,388.62,0
5/11/2020 16:13:52.129792,5009720,388.61,0
5/11/2020 16:13:52.349164,5009720,388.61,0
5/11/2020 16:13:52.571981,5009720,388.62,0
5/11/2020 16:13:52.804796,5009720,388.63,0
5/11/2020 16:13:53.21616,5009720,388.62,0
5/11/2020 16:13:53.225035,5009720,388.63,0
5/11/2020 16:13:53.431985,5009720,388.62,0
5/11/2020 16:13:53.638804,5009720,388.62,0
5/11/2020 16:13:53.845476,5009720,388.63,0
5/11/2020 16:13:54.52322,5009720,388.62,0
5/11/2020 16:13:54.258890,5009720,388.62,0
5/11/2020 16:13:54.465014,5009720,388.6,0
5/11/2020 16:13:54.670868,5009720,388.6,0
5/11/2020 16:13:54.878343,5009720,388.61,0
5/11/2020 16:13:55.84688,5009720,388.61,0
5/11/2020 16:13:55.289724,5009720,388.63,0
5/11/2020 16:13:55.494917,5009720,388.67,0
5/11/2020 16:13:55.700751,5009720,388.65,0
5/11/2020 16:13:55.905706,5009720,388.73,0
5/11/2020 16:13:56.151871,5009720,388.71,0
5/11/2020 16:13:56.363874,5009720,388.66,0
5/11/2020 16:13:56.579832,5009720,388.66,0
5/11/2020 16:13:56.790715,5009720,388.67,0
5/11/2020 16:13:56.999589,5009720,388.67,0
5/11/2020 16:13:57.211644,5009720,388.64,0
5/11/2020 16:13:57.428455,5009720,388.65,0
5/11/2020 16:13:57.639289,5009720,388.64,0
5/11/2020 16:13:57.850819,5009720,388.67,0
5/11/2020 16:13:58.59929,5009720,388.61,0
5/11/2020 16:13:58.280175,5009720,388.62,0
5/11/2020 16:13:58.488026,5009720,388.61,0
5/11/2020 16:13:58.700038,5009720,388.63,0
5/11/2020 16:13:58.910513,5009720,388.64,0
5/11/2020 16:13:59.128562,5009720,388.64,0
5/11/2020 16:13:59.342418,5009720,388.62,0
5/11/2020 16:13:59.555500,5009720,388.59,0
5/11/2020 16:13:59.765506,5009720,388.61,0
5/11/2020 16:13:59.977204,5009720,388.61,0
5/11/2020 16:14:0.189286,5009720,388.64,0
5/11/2020 16:14:0.402583,5009720,388.64,0
5/11/2020 16:14:0.619303,5009720,388.65,0
5/11/2020 16:14:0.838644,5009720,388.64,0
5/11/2020 16:14:1.47695,5009720,388.6,0
5/11/2020 16:14:1.257625,5009720,388.62,0
5/11/2020 16:14:1.467235,5009720,388.62,0
5/11/2020 16:14:1.681825,5009720,388.62,0
5/11/2020 16:14:1.914113,5009720,388.62,0
5/11/2020 16:14:2.129876,5009720,388.61,0
5/11/2020 16:14:2.343048,5009720,388.63,0
5/11/2020 16:14:2.565490,5009720,388.62,0
5/11/2020 16:14:2.777064,5009719,388.62,0
5/11/2020 16:14:3.15428,5009720,388.62,0
5/11/2020 16:14:3.227571,5009720,388.62,0
5/11/2020 16:14:3.447876,5009720,388.63,0
5/11/2020 16:14:3.661578,5009720,388.63,0
5/11/2020 16:14:3.877663,5009720,388.63,0
5/11/2020 16:14:4.89761,5009720,388.63,0
5/11/2020 16:14:4.307648,5009719,388.63,0
5/11/2020 16:14:4.521302,5009720,388.64,0
5/11/2020 16:14:4.740342,5009720,388.64,0
5/11/2020 16:14:4.956243,5009719,388.63,0
5/11/2020 16:14:5.182362,5009720,388.64,0
5/11/2020 16:14:5.401321,5009720,388.63,0
5/11/2020 16:14:5.665364,5009720,388.63,0
5/11/2020 16:14:5.881263,5009720,388.62,0
5/11/2020 16:14:6.106485,5009720,388.62,0
5/11/2020 16:14:6.322779,5009719,388.62,0
5/11/2020 16:14:6.550377,5009719,388.63,0
5/11/2020 16:14:6.766367,5009719,388.63,0
5/11/2020 16:14:6.987254,5009719,388.63,0
5/11/2020 16:14:7.203025,5009720,388.63,0
5/11/2020 16:14:7.422879,5009720,388.63,0
5/11/2020 16:14:7.639727,5009720,388.64,0
5/11/2020 16:14:7.868181,5009720,388.64,0
5/11/2020 16:14:8.84256,5009720,388.62,0
5/11/2020 16:14:8.302925,5009720,388.64,0
5/11/2020 16:14:8.518975,5009719,388.63,0
5/11/2020 16:14:8.740138,5009719,388.63,0
5/11/2020 16:14:8.958793,5009720,388.64,0
5/11/2020 16:14:9.177620,5009720,388.64,0
5/11/2020 16:14:9.397247,5009720,388.63,0
5/11/2020 16:14:9.616593,5009720,388.63,0
5/11/2020 16:14:9.829467,5009720,388.64,0
5/11/2020 16:14:10.49630,5009720,388.64,0
5/11/2020 16:14:10.264950,5009720,388.64,0
5/11/2020 16:14:10.491166,5009719,388.64,0
5/11/2020 16:14:10.707320,5009720,388.64,0
5/11/2020 16:14:10.928354,5009719,388.65,0
5/11/2020 16:14:11.146053,5009719,388.64,0
5/11/2020 16:14:11.368700,5009720,388.65,0
5/11/2020 16:14:11.586018,5009720,388.67,0
5/11/2020 16:14:11.809128,5009719,388.67,0
5/11/2020 16:14:12.28779,5009719,388.66,0
5/11/2020 16:14:12.253527,5009719,388.66,0
5/11/2020 16:14:12.472954,5009719,388.66,0
5/11/2020 16:14:12.698342,5009719,388.66,0
5/11/2020 16:14:12.925121,5009719,388.66,0
5/11/2020 16:14:13.148830,5009719,388.67,0
5/11/2020 16:14:13.369877,5009719,388.67,0
5/11/2020 16:14:13.589214,5009719,388.66,0
5/11/2020 16:14:13.818337,5009719,388.66,0
5/11/2020 16:14:14.35345,5009719,388.66,0
5/11/2020 16:14:14.252809,5009720,388.66,0
5/11/2020 16:14:14.473772,5009719,388.66,0
5/11/2020 16:14:14.705397,5009719,388.66,0
5/11/2020 16:14:14.927469,5009719,388.66,0
5/11/2020 16:14:15.147740,5009719,388.65,0
5/11/2020 16:14:15.369272,5009720,388.66,0
5/11/2020 16:14:15.634725,5009719,388.66,0
5/11/2020 16:14:15.854833,5009719,388.66,0
5/11/2020 16:14:16.76385,5009719,388.65,0
5/11/2020 16:14:16.298001,5009719,388.67,0
5/11/2020 16:14:16.527794,5009719,388.67,0
5/11/2020 16:14:16.746520,5009719,388.66,0
5/11/2020 16:14:16.968242,5009719,388.66,0
5/11/2020 16:14:17.191299,5009719,388.68,0
5/11/2020 16:14:17.418391,5009719,388.66,0
5/11/2020 16:14:17.640406,5009719,388.67,0
5/11/2020 16:14:17.866687,5009719,388.67,0
5/11/2020 16:14:18.89404,5009719,388.67,0
5/11/2020 16:14:18.315759,5009720,388.67,0
5/11/2020 16:14:18.536494,5009719,388.66,0
5/11/2020 16:14:18.761975,5009719,388.67,0
5/11/2020 16:14:18.984735,5009719,388.68,0
5/11/2020 16:14:19.215299,5009719,388.69,0
5/11/2020 16:14:19.439758,5009719,388.67,0
5/11/2020 16:14:19.687853,5009719,388.68,0
5/11/2020 16:14:19.919950,5009719,388.68,0
5/11/2020 16:14:20.149252,5009719,388.69,0
5/11/2020 16:14:20.379524,5009719,388.67,0
5/11/2020 16:14:20.611976,5009719,388.69,0
5/11/2020 16:14:20.848447,5009719,388.69,0
5/11/2020 16:14:21.72439,5009719,388.69,0
5/11/2020 16:14:21.294047,5009719,388.68,0
5/11/2020 16:14:21.521449,5009719,388.69,0
5/11/2020 16:14:21.751209,5009719,388.68,0
5/11/2020 16:14:21.994330,5009719,388.69,0
5/11/2020 16:14:22.222783,5009719,388.68,0
5/11/2020 16:14:22.451351,5009719,388.69,0
5/11/2020 16:14:22.711233,5009719,388.69,0
5/11/2020 16:14:22.947678,5009719,388.69,0
5/11/2020 16:14:23.174366,5009719,388.69,0
5/11/2020 16:14:23.417659,5009719,388.68,0
5/11/2020 16:14:23.651654,5009719,388.69,0
5/11/2020 16:14:23.884993,5009719,388.69,0
5/11/2020 16:14:24.114186,5009719,388.68,0
5/11/2020 16:14:24.357691,5009719,388.68,0
5/11/2020 16:14:24.589080,5009719,388.69,0
5/11/2020 16:14:24.822309,5009719,388.7,0
5/11/2020 16:14:25.50981,5009719,388.69,0
5/11/2020 16:14:25.294958,5009719,388.71,0
5/11/2020 16:14:25.526251,5009719,388.7,0
5/11/2020 16:14:25.803720,5009719,388.69,0
5/11/2020 16:14:26.44922,5009718,388.69,0
5/11/2020 16:14:26.268551,5009719,388.7,0
5/11/2020 16:14:26.496098,5009719,388.69,0
5/11/2020 16:14:26.716663,5009719,388.69,0
5/11/2020 16:14:26.950317,5009719,388.7,0
5/11/2020 16:14:27.175296,5009719,388.69,0
5/11/2020 16:14:27.399977,5009719,388.7,0
5/11/2020 16:14:27.624191,5009719,388.71,0
5/11/2020 16:14:27.852963,5009719,388.7,0
5/11/2020 16:14:28.74343,5009719,388.7,0
5/11/2020 16:14:28.302973,5009719,388.7,0
5/11/2020 16:14:28.534540,5009718,388.7,0
5/11/2020 16:14:28.790732,5009719,388.7,0
5/11/2020 16:14:29.40593,5009719,388.7,0
5/11/2020 16:14:29.294234,5009719,388.7,0
5/11/2020 16:14:29.549869,5009719,388.7,0
5/11/2020 16:14:29.776056,5009719,388.69,0
5/11/2020 16:14:29.997924,5009719,388.7,0
5/11/2020 16:14:30.230868,5009718,388.71,0
5/11/2020 16:14:30.477301,5009719,388.71,0
5/11/2020 16:14:30.701421,5009718,388.7,0
5/11/2020 16:14:30.923499,5009719,388.7,0
5/11/2020 16:14:31.149346,5009719,388.7,0
5/11/2020 16:14:31.389718,5009718,388.7,0
5/11/2020 16:14:26.841225,5009719,388.7,0
5/11/2020 16:14:27.131737,5009719,388.7,0
5/11/2020 16:14:27.371434,5009719,388.71,0
5/11/2020 16:14:27.683657,5009719,388.71,0
5/11/2020 16:14:27.991812,5009719,388.7,0
5/11/2020 16:14:28.238686,5009719,388.7,0
5/11/2020 16:14:28.496123,5009719,388.7,0
5/11/2020 16:14:28.739146,5009719,388.7,0
5/11/2020 16:14:28.964573,5009718,388.7,0
5/11/2020 16:14:29.240574,5009719,388.69,0
5/11/2020 16:14:29.481737,5009719,388.7,0
5/11/2020 16:14:29.723772,5009719,388.69,0
5/11/2020 16:14:29.964910,5009719,388.69,0
5/11/2020 16:14:30.216207,5009719,388.7,0
5/11/2020 16:14:30.471266,5009719,388.7,0
5/11/2020 16:14:30.725068,5009719,388.7,0
5/11/2020 16:14:31.5996,5009718,388.69,0
5/11/2020 16:14:31.254461,5009719,388.69,0
5/11/2020 16:14:31.505612,5009718,388.69,0
5/11/2020 16:14:31.820041,5009719,388.69,0
5/11/2020 16:14:32.70959,5009719,388.68,0
5/11/2020 16:14:32.335194,5009719,388.69,0
5/11/2020 16:14:32.585066,5009719,388.68,0
5/11/2020 16:14:32.844704,5009719,388.68,0
5/11/2020 16:14:33.107868,5009718,388.68,0
5/11/2020 16:14:33.355670,5009719,388.68,0
5/11/2020 16:14:33.601029,5009718,388.68,0
5/11/2020 16:14:33.858203,5009719,388.68,0
5/11/2020 16:14:34.108843,5009719,388.69,0
5/11/2020 16:14:34.357332,5009719,388.68,0
5/11/2020 16:14:34.604639,5009719,388.68,0
5/11/2020 16:14:34.856723,5009719,388.69,0
5/11/2020 16:14:35.104332,5009719,388.68,0
5/11/2020 16:14:35.358887,5009718,388.68,0
5/11/2020 16:14:35.627593,5009718,388.67,0
5/11/2020 16:14:35.875473,5009718,388.68,0
5/11/2020 16:14:36.122777,5009718,388.67,0
5/11/2020 16:14:36.369372,5009719,388.68,0
5/11/2020 16:14:36.626661,5009719,388.67,0
5/11/2020 16:14:36.879268,5009719,388.67,0
5/11/2020 16:14:37.147280,5009718,388.67,0
5/11/2020 16:14:37.404001,5009719,388.67,0
5/11/2020 16:14:37.650094,5009718,388.68,0
5/11/2020 16:14:37.900561,5009718,388.68,0
5/11/2020 16:14:38.182569,5009718,388.68,0
5/11/2020 16:14:38.431652,5009719,388.68,0
5/11/2020 16:14:38.679860,5009718,388.68,0
5/11/2020 16:14:38.922731,5009719,388.68,0
5/11/2020 16:14:39.177270,5009718,388.68,0
5/11/2020 16:14:39.422064,5009718,388.68,0
5/11/2020 16:14:39.661979,5009718,388.68,0
5/11/2020 16:14:39.909313,5009719,388.68,0
5/11/2020 16:14:40.166386,5009719,388.68,0
5/11/2020 16:14:40.408439,5009719,388.67,0
5/11/2020 16:14:40.669105,5009719,388.67,0
5/11/2020 16:14:40.925498,5009718,388.67,0
5/11/2020 16:14:41.187813,5009718,388.68,0
5/11/2020 16:14:41.453987,5009719,388.68,0
5/11/2020 16:14:41.737104,5009718,388.68,0
5/11/2020 16:14:41.982155,5009719,388.68,0
5/11/2020 16:14:42.230634,5009718,388.69,0
5/11/2020 16:14:42.490490,5009719,388.69,0
5/11/2020 16:14:42.754887,5009718,388.68,0
5/11/2020 16:14:43.42052,5009718,388.68,0
5/11/2020 16:14:43.302722,5009718,388.68,0
5/11/2020 16:14:43.565083,5009719,388.69,0
5/11/2020 16:14:43.813004,5009719,388.68,0
5/11/2020 16:14:44.62020,5009719,388.68,0
5/11/2020 16:14:44.315115,5009718,388.68,0
5/11/2020 16:14:44.564383,5009718,388.68,0
5/11/2020 16:14:44.864738,5009718,388.69,0
5/11/2020 16:14:45.153208,5009718,388.69,0
5/11/2020 16:14:45.405273,5009719,388.69,0
5/11/2020 16:14:45.648973,5009718,388.68,0
5/11/2020 16:14:45.896618,5009718,388.69,0
5/11/2020 16:14:46.149595,5009719,388.69,0
5/11/2020 16:14:46.426189,5009718,388.68,0
5/11/2020 16:14:46.677024,5009718,388.69,0
5/11/2020 16:14:46.932235,5009718,388.68,0
5/11/2020 16:14:47.211111,5009719,388.7,0
5/11/2020 16:14:47.476737,5009718,388.7,0
5/11/2020 16:14:47.730722,5009718,388.69,0
5/11/2020 16:14:48.9736,5009719,388.69,0
5/11/2020 16:14:48.261943,5009718,388.69,0
5/11/2020 16:14:48.503657,5009719,388.69,0
5/11/2020 16:14:48.771186,5009718,388.69,0
5/11/2020 16:14:48.998118,5009718,388.69,0
5/11/2020 16:14:49.227566,5009718,388.7,0
5/11/2020 16:14:49.457833,5009719,388.69,0
5/11/2020 16:14:49.693257,5009718,388.69,0
5/11/2020 16:14:49.923667,5009718,388.69,0
5/11/2020 16:14:50.158856,5009718,388.69,0
5/11/2020 16:14:50.394105,5009718,388.69,0
5/11/2020 16:14:50.626162,5009718,388.69,0
5/11/2020 16:14:50.859447,5009718,388.69,0
5/11/2020 16:14:51.93609,5009718,388.69,0
5/11/2020 16:14:51.327198,5009718,388.7,0
5/11/2020 16:14:51.554262,5009718,388.7,0
5/11/2020 16:14:51.778942,5009718,388.7,0
5/11/2020 16:14:52.7543,5009718,388.7,0
5/11/2020 16:14:52.257896,5009718,388.7,0
5/11/2020 16:14:52.481981,5009718,388.7,0
5/11/2020 16:14:52.719919,5009718,388.7,0
5/11/2020 16:14:52.981663,5009718,388.7,0
5/11/2020 16:14:53.244509,5009718,388.7,0
5/11/2020 16:14:53.471736,5009718,388.7,0
5/11/2020 16:14:53.739960,5009718,388.7,0
5/11/2020 16:14:54.37176,5009718,388.71,0
5/11/2020 16:14:54.269522,5009718,388.7,0
5/11/2020 16:14:54.500854,5009718,388.7,0
5/11/2020 16:14:54.736831,5009717,388.7,0
5/11/2020 16:14:54.964338,5009718,388.7,0
5/11/2020 16:14:55.190838,5009718,388.7,0
5/11/2020 16:14:55.413175,5009718,388.71,0
5/11/2020 16:14:55.644230,5009718,388.7,0
5/11/2020 16:14:55.869367,5009718,388.69,0
5/11/2020 16:14:56.101464,5009718,388.7,0
5/11/2020 16:14:56.335879,5009718,388.71,0
5/11/2020 16:14:56.604802,5009718,388.71,0
5/11/2020 16:14:56.861110,5009718,388.7,0
5/11/2020 16:14:57.96574,5009718,388.71,0
5/11/2020 16:14:57.351721,5009718,388.71,0
5/11/2020 16:14:57.580822,5009718,388.71,0
5/11/2020 16:14:57.809110,5009718,388.71,0
5/11/2020 16:14:58.38996,5009718,388.71,0
5/11/2020 16:14:58.275199,5009718,388.71,0
5/11/2020 16:14:58.515474,5009718,388.71,0
5/11/2020 16:14:58.778989,5009718,388.71,0
5/11/2020 16:14:59.45074,5009718,388.72,0
5/11/2020 16:14:59.315750,5009718,388.71,0
5/11/2020 16:14:59.581153,5009718,388.72,0
5/11/2020 16:14:59.846809,5009718,388.72,0
5/11/2020 16:15:0.122639,5009717,388.72,0
5/11/2020 16:15:0.390010,5009718,388.72,0
5/11/2020 16:15:0.658052,5009717,388.72,0
5/11/2020 16:15:0.936859,5009718,388.71,0
5/11/2020 16:15:1.210313,5009718,388.73,0
5/11/2020 16:15:1.437022,5009718,388.72,0
5/11/2020 16:15:1.689688,5009718,388.72,0
5/11/2020 16:15:1.917292,5009718,388.72,0
5/11/2020 16:15:2.146521,5009718,388.71,0
